46,0
6,0
171,0
2,0
28,0
65,0
3,1
73,0
15,0
10,0
59,0
4,0
3,1
45,0
7,0
10,0
73,0
2,0
3,0
4,0
16,0
27,0
125,0
94,0
47,0
119,0
52,0
5,0
3,0
2,0
59,0
36,0
2,0
235,0
27,0
3,0
4,0
76,0
2,0
69,0
159,0
67,0
61,0
718,0
87,0
7,0
4,0
88,0
70,0
24,0
38,0
242,0
31,0
10,0
422,0
35,0
21,1
16,0
53,0
3,0
3,0
43,0
116,0
5,1
115,0
41,0
329,0
5,0
2,0
6,0
3,0
2,1
16,0
15,0
2,0
2,0
2,1
27,0
10,0
69,0
8,0
25,0
202,0
166,0
19,0
74,0
3,0
5,0
221,0
17,0
8,0
7,0
4,0
29,0
143,0
2,0
16,0
4,0
7,0
4,0
244,0
369,0
40,0
59,0
228,0
16,1
63,0
20,0
64,0
7,0
1,0
9,1
2,0
55,0
217,0
7,0
67,0
3,0
7,0
244,0
22,0
4,0
6,0
73,0
4,0
57,0
37,0
4,0
3,1
6,0
2,0
15,0
6,0
62,0
7,0
122,0
38,0
50,0
72,0
21,0
284,0
518,0
8,1
20,0
431,0
217,0
9,0
4,0
8,0
484,0
4,0
73,0
225,0
103,0
13,0
4,0
14,0
4,0
157,0
3,0
4,0
32,0
8,0
79,0
66,0
2,0
2,0
6,0
64,0
8,0
22,0
62,0
36,0
203,0
1,0
7,0
49,0
77,0
8,1
42,0
489,0
2,0
131,0
34,0
6,0
10,0
58,0
4,0
1,0
18,0
131,0
32,0
66,0
40,0
8,0
87,1
64,0
7,1
13,0
2,0
16,0
4,0
131,0
3,0
152,0
15,0
167,0
7,0
472,0
2,1
3,0
10,0
14,0
4,0
36,0
42,0
5,1
6,0
5,0
154,0
162,0
202,0
81,0
54,0
2,1
4,1
3,0
14,0
227,0
86,0
2,0
1,0
6,0
71,0
108,0
8,0
15,0
18,0
251,0
2,0
19,0
89,0
19,0
22,0
105,0
10,0
291,0
6,1
8,0
146,0
220,0
6,0
6,1
58,0
13,0
83,0
124,0
3,0
16,0
4,1
4,0
206,0
25,0
113,0
26,0
2,1
24,0
14,0
51,0
10,0
3,0
77,0
92,0
150,0
217,0
438,0
72,0
18,1
52,0
15,0
49,0
163,0
193,0
2,1
8,0
69,0
27,0
3,0
3,1
33,0
2,0
4,0
10,0
17,0
3,1
45,0
263,0
2,1
29,0
6,0
4,0
399,0
148,0
3,0
50,0
14,0
2,0
295,0
29,0
3,0
13,0
8,0
39,0
9,0
56,0
6,0
12,0
264,0
39,0
75,0
22,1
27,0
43,0
4,0
3,0
29,0
118,0
352,0
42,0
10,0
9,0
29,0
10,0
28,0
27,0
100,0
8,0
47,0
201,0
105,0
3,0
5,1
2,0
148,0
39,0
73,0
152,0
4,0
268,0
8,0
93,1
6,1
2,0
147,0
2,0
33,0
4,0
4,0
14,0
6,0
439,0
61,0
23,0
4,0
630,0
2,0
26,0
67,0
3,1
153,0
13,0
30,0
91,0
83,0
11,0
29,0
11,0
408,0
36,0
187,0
2,0
10,0
5,0
10,0
2,0
5,0
131,0
32,0
7,0
75,0
29,0
8,0
39,0
273,0
111,1
59,0
132,0
7,0
9,1
125,0
86,0
10,0
35,0
4,0
63,0
4,0
71,0
14,0
120,0
5,0
6,0
190,0
3,0
99,0
2,0
2,0
85,0
10,0
40,0
10,0
4,0
30,0
5,0
21,0
16,0
45,0
76,0
8,0
204,0
21,0
33,0
184,0
1,0
63,0
89,0
1,0
281,0
5,0
39,0
2,0
17,0
3,0
564,0
47,0
11,0
4,0
33,0
201,0
3,0
21,0
87,0
50,0
192,0
142,0
74,0
700,0
54,0
8,0
12,0
87,0
38,0
281,0
32,0
5,0
110,0
36,0
145,0
32,0
101,0
54,0
376,0
77,0
40,0
25,0
82,0
316,0
13,0
163,0
16,0
26,0
26,1
12,0
300,0
23,0
108,0
126,0
46,0
12,0
35,0
2,0
421,0
184,0
27,0
199,1
75,0
51,0
3,0
11,0
16,0
11,0
4,0
102,0
64,0
37,0
11,1
203,0
32,0
505,0
64,0
233,0
170,0
9,0
144,0
170,0
4,0
7,0
136,0
136,0
3,1
5,1
166,0
367,0
3,0
198,0
6,0
159,0
11,0
40,0
16,0
21,0
6,1
17,0
169,0
14,0
98,0
50,0
130,0
4,1
34,0
3,0
2,0
2,0
48,0
143,0
3,0
14,0
229,0
6,0
68,0
38,0
5,0
16,0
7,1
69,0
71,0
145,0
22,0
20,0
9,0
6,1
190,0
7,0
2,0
236,0
10,0
193,0
55,0
177,0
22,0
5,0
163,0
164,0
22,0
191,0
195,0
43,0
42,1
3,1
65,0
33,0
84,0
2,0
40,0
23,1
2,0
1,0
216,0
8,1
242,0
8,0
3,0
23,0
2,0
195,0
143,0
84,0
4,0
4,0
5,0
12,0
42,0
86,0
27,0
6,0
22,0
8,1
3,0
15,0
19,0
1,0
9,0
3,0
76,0
32,0
32,0
86,0
4,0
77,1
12,0
34,0
160,1
14,1
44,0
56,0
28,0
4,1
259,0
10,0
10,0
102,0
158,0
15,0
44,0
9,0
3,0
20,0
55,0
74,0
5,0
16,0
1,0
4,0
5,0
57,0
2,0
38,0
334,0
8,0
10,1
53,0
107,0
211,0
40,0
180,0
77,0
244,0
397,0
52,0
20,0
24,0
69,0
23,0
11,0
3,1
4,0
3,0
142,0
7,1
178,0
106,0
95,0
249,0
4,0
23,0
2,0
246,0
35,0
2,0
6,0
7,1
6,0
152,0
4,0
67,0
16,0
6,1
13,0
1,0
43,0
70,0
11,0
24,0
4,0
73,0
194,0
3,0
4,0
90,0
50,0
3,0
52,0
4,0
12,0
43,0
3,0
26,0
137,0
20,0
418,0
2,1
6,0
236,0
3,0
7,0
6,0
3,0
228,0
2,0
16,1
16,0
7,0
47,0
6,0
83,0
41,0
340,0
2,0
1,1
118,0
7,1
8,0
3,0
2,0
16,0
182,0
39,0
4,0
50,0
2,1
4,0
6,0
9,1
27,0
119,0
10,0
386,0
20,0
303,0
17,0
3,0
2,0
1,0
90,0
229,0
23,0
191,0
65,0
75,0
27,1
10,0
82,0
48,0
4,0
231,0
10,0
4,0
3,1
45,0
16,0
57,0
2,0
45,0
210,0
130,0
1,0
6,0
2,1
14,0
3,0
144,0
339,0
75,0
2,0
6,0
274,0
15,0
48,0
48,0
16,0
168,0
10,0
203,0
6,1
76,0
46,1
75,0
14,0
23,0
102,0
37,0
210,0
4,0
9,0
31,0
99,0
31,0
419,1
18,0
129,0
19,0
9,1
425,0
4,0
216,0
6,1
4,0
20,0
11,0
5,0
3,0
74,0
54,1
8,0
10,1
14,0
4,0
101,0
66,0
5,1
523,0
69,0
24,0
40,0
4,0
19,0
61,0
299,0
3,0
73,1
3,0
8,0
44,0
193,0
19,1
304,0
16,0
294,0
5,0
61,0
7,0
50,0
213,0
6,0
7,0
27,0
4,1
139,0
74,1
141,0
273,0
18,0
21,0
16,0
3,0
55,0
23,0
12,0
31,1
21,0
178,0
2,0
25,1
83,0
13,0
1,1
68,0
4,1
60,0
5,0
141,0
2,0
13,0
53,0
2,0
2,0
2,0
44,0
1,0
10,0
3,0
139,0
16,0
9,0
28,0
24,0
5,0
3,0
394,0
210,0
7,1
4,0
249,0
127,0
20,0
3,0
30,0
38,0
2,0
185,0
20,0
12,0
121,0
9,0
10,0
17,1
44,0
166,0
4,0
31,0
36,0
2,0
9,0
64,0
4,1
8,0
254,0
2,0
8,0
18,0
249,0
185,0
223,0
76,0
4,0
131,0
6,0
21,1
54,0
4,0
5,0
3,1
140,0
5,0
92,0
23,0
1,1
48,0
66,0
3,0
3,0
62,0
133,0
180,0
35,0
12,0
12,0
2,0
154,0
9,0
2,0
3,0
45,0
11,0
73,0
24,0
3,0
78,0
4,0
352,0
101,0
5,0
159,0
4,1
25,0
10,0
88,0
5,0
8,0
3,1
46,0
6,0
24,0
3,0
14,0
412,0
110,0
11,0
19,1
3,0
40,0
2,1
12,0
3,0
1,1
58,0
8,0
9,0
51,0
2,0
32,1
20,0
63,1
126,0
22,0
74,0
119,0
4,0
42,0
3,0
4,0
15,0
9,0
61,0
79,0
5,0
3,0
2,0
4,0
61,0
22,0
147,0
4,0
8,0
10,0
96,0
2,1
2,0
10,1
41,0
62,1
8,0
134,1
4,0
27,0
23,0
55,0
14,0
31,0
2,1
37,0
169,0
76,0
207,0
2,0
83,0
16,0
6,0
11,0
73,0
106,0
10,0
2,0
2,0
5,0
11,0
2,0
29,0
5,0
63,0
4,0
49,0
470,0
2,0
124,0
83,0
61,0
3,0
5,0
73,0
83,0
147,0
12,0
314,0
2,0
32,0
5,0
3,0
4,0
67,0
124,0
20,0
4,0
43,0
29,1
26,0
64,0
2,0
23,0
94,0
138,0
8,0
78,0
6,1
269,0
8,0
18,0
195,0
12,0
34,0
95,0
13,0
2,0
106,0
22,0
10,0
5,1
45,0
283,1
5,0
5,0
24,0
26,0
77,0
82,0
21,0
19,0
172,0
3,1
70,0
336,0
88,0
106,0
2,0
14,0
4,0
58,0
69,0
100,0
360,0
185,0
42,0
5,0
5,1
96,1
13,0
4,0
23,0
3,0
91,0
59,0
146,0
227,0
2,0
19,0
3,1
9,0
94,0
9,0
2,0
19,0
41,0
160,0
3,0
434,0
2,0
5,1
5,0
5,0
10,0
32,0
5,0
29,0
55,0
77,0
3,0
3,0
4,0
35,0
197,0
4,0
139,0
183,0
2,0
165,0
10,0
62,0
6,1
21,0
84,0
37,0
8,0
3,1
25,0
331,0
10,0
260,0
162,0
4,0
116,0
6,0
100,1
86,0
509,0
10,0
138,0
242,0
63,0
60,0
6,0
96,0
107,0
5,1
4,0
73,0
4,0
8,0
4,0
10,0
14,1
6,1
121,0
3,0
4,1
5,1
71,0
6,0
26,0
8,0
93,0
6,0
29,0
28,0
56,0
2,0
39,0
20,0
6,0
10,0
4,0
275,0
154,0
45,0
61,0
281,0
3,1
11,1
17,0
152,0
4,0
46,0
3,0
17,0
229,0
2,0
2,1
4,0
54,0
7,0
5,0
194,0
4,0
282,0
34,0
4,0
30,0
15,0
6,0
301,0
3,0
21,0
15,0
13,1
15,0
121,0
16,0
10,0
136,0
6,0
7,0
45,0
4,1
412,0
229,0
182,0
17,0
123,0
13,0
48,0
4,1
41,0
5,0
16,0
5,1
3,0
4,0
28,0
56,0
164,0
4,0
20,0
4,0
5,0
4,1
5,0
2,0
3,0
58,0
14,0
17,0
8,0
16,1
17,0
273,0
17,0
18,0
58,0
3,0
695,0
193,0
1,0
12,0
108,0
15,0
320,0
62,0
38,0
7,0
3,0
15,0
14,0
11,0
31,1
424,0
3,0
5,0
257,0
229,0
38,0
5,0
73,0
4,0
119,0
195,0
4,0
4,0
20,0
4,0
228,0
406,1
125,0
5,0
17,0
225,0
5,0
2,0
42,0
63,1
2,0
5,0
45,0
14,0
65,0
75,0
2,0
6,0
31,0
435,0
142,0
4,1
9,0
7,0
4,0
152,0
35,0
119,0
64,0
21,0
225,0
57,0
2,0
165,0
36,0
6,0
90,0
2,0
3,1
2,0
2,0
22,0
15,0
2,0
34,0
2,0
2,0
130,0
127,1
41,0
1,0
12,0
27,0
6,0
13,0
36,0
6,0
86,0
1,1
53,0
231,0
5,0
110,0
6,0
121,0
2,0
68,0
421,0
4,0
259,0
4,0
4,0
25,1
139,0
6,0
9,0
40,0
14,0
26,0
23,0
261,0
6,1
15,0
90,0
116,0
440,0
122,0
6,0
2,0
40,0
75,0
113,0
10,0
8,0
5,0
41,0
159,0
73,0
2,0
2,0
1,0
152,0
22,0
130,0
14,0
280,0
80,0
23,1
4,0
4,0
2,1
175,0
18,0
104,0
3,0
7,0
3,0
2,0
52,0
26,0
3,0
22,0
9,0
67,0
36,0
9,0
17,0
22,0
13,0
76,0
20,0
59,0
110,0
82,0
221,0
9,0
150,0
68,0
345,0
95,0
53,0
2,0
90,0
162,0
6,1
4,1
164,0
3,0
5,0
10,0
11,1
22,0
75,0
88,0
12,0
30,0
125,0
2,0
7,1
143,0
6,0
11,0
56,0
58,0
42,0
234,0
88,0
28,0
17,0
19,0
3,0
2,0
2,0
18,0
90,0
22,1
102,0
196,0
39,0
1,0
24,0
15,0
4,0
9,0
33,0
6,0
31,1
134,0
4,1
3,0
6,0
22,0
2,0
131,0
10,0
99,0
10,0
101,0
2,1
99,0
11,0
17,0
14,0
32,0
4,0
144,0
36,1
107,0
49,0
25,0
3,0
48,0
26,0
84,0
196,0
3,0
25,0
48,0
21,0
28,0
14,0
4,0
344,0
2,0
78,0
7,1
152,1
119,0
187,0
8,0
281,0
28,0
2,0
14,0
2,0
4,0
4,1
10,0
2,0
13,0
120,0
9,0
93,1
3,0
70,0
14,0
33,0
5,0
1,0
37,0
4,0
87,0
63,0
2,0
2,1
53,0
4,0
75,0
228,0
4,0
27,0
28,0
441,0
49,0
14,0
178,0
1,0
8,0
55,1
143,0
6,0
499,0
67,0
18,0
2,0
348,0
7,0
69,0
92,0
38,0
4,0
6,0
101,0
125,0
20,1
10,0
5,0
2,1
16,0
1,1
4,0
8,0
140,0
114,0
19,0
19,0
38,1
14,0
85,0
39,0
12,0
147,0
53,0
5,0
89,0
98,0
4,0
213,0
2,0
52,0
121,0
99,0
17,0
10,0
2,0
509,0
2,0
4,0
4,0
191,0
2,0
4,0
4,0
8,0
49,0
41,0
16,0
65,0
226,0
131,0
4,0
209,0
49,1
160,0
31,0
11,0
73,1
32,0
50,1
30,0
23,0
498,0
16,1
7,0
5,0
139,0
61,0
456,0
97,0
12,0
86,0
10,0
200,0
234,0
136,0
37,0
37,0
127,0
4,0
21,1
4,0
19,0
220,0
58,0
74,0
2,0
3,0
256,0
164,0
42,0
115,0
171,0
332,0
78,0
196,0
73,0
165,0
236,0
3,0
69,0
4,0
7,0
7,0
13,1
246,0
2,0
28,0
331,0
43,0
2,0
2,0
8,0
2,0
4,0
172,0
70,0
357,0
1,1
82,0
62,0
43,0
5,0
79,0
44,0
10,1
5,1
4,0
25,0
69,0
6,1
44,0
136,0
64,0
16,0
84,0
6,0
12,0
8,0
40,0
2,1
4,0
4,1
14,0
243,0
3,1
2,0
9,0
56,1
3,0
55,0
1,0
74,0
1,1
26,0
16,0
5,0
3,0
263,0
6,0
4,0
27,0
49,0
42,0
23,1
6,1
3,0
13,0
342,0
97,0
186,0
81,0
2,0
2,0
2,0
95,0
2,0
11,0
297,0
7,0
3,1
5,0
191,0
51,0
12,0
42,0
6,0
19,0
2,0
4,0
6,0
87,0
8,0
76,0
33,0
178,0
2,0
65,0
11,0
4,0
85,0
249,0
28,0
116,0
70,0
77,0
34,0
2,1
7,1
16,0
49,0
4,0
58,0
2,0
4,0
18,0
100,0
53,0
8,0
2,0
30,0
84,1
209,0
2,1
5,0
18,0
79,0
24,0
135,0
23,0
4,0
5,0
18,0
88,0
1,0
6,0
3,0
3,1
42,0
51,0
50,0
17,0
2,0
32,0
9,0
1,0
48,0
4,1
69,0
3,0
174,0
46,0
4,0
25,0
59,0
2,0
60,0
71,0
4,0
30,1
226,0
262,0
5,0
51,0
228,0
90,0
3,1
5,0
138,0
98,0
330,0
14,0
207,0
43,0
87,0
22,0
4,0
36,0
92,0
56,0
20,0
5,0
32,0
3,0
10,0
8,0
60,0
166,0
113,0
217,0
57,0
4,0
93,0
4,0
4,0
27,0
2,0
8,1
15,0
26,0
2,0
60,0
9,1
71,0
134,0
25,0
78,0
241,0
38,0
14,0
49,0
57,0
476,0
53,0
12,0
194,0
161,0
83,0
12,0
80,0
4,0
48,0
4,1
4,0
202,0
32,0
93,0
13,0
359,0
2,0
125,0
64,0
3,0
334,0
355,0
111,0
427,0
8,0
88,0
171,0
7,0
9,0
49,0
3,0
3,0
792,0
20,0
2,0
2,0
13,0
2,0
16,0
17,0
21,0
2,0
4,0
68,0
6,0
16,0
19,0
8,0
65,0
207,0
7,1
5,0
128,0
3,0
137,0
9,0
12,0
66,0
22,0
898,0
289,0
222,0
1,1
413,0
4,0
63,0
4,1
7,0
12,0
21,0
59,0
3,0
35,0
23,0
26,0
16,0
59,0
51,0
74,0
4,0
6,0
4,0
100,0
4,0
91,0
203,0
73,0
2,0
2,0
55,0
3,0
2,0
4,0
16,0
108,0
2,0
27,0
6,0
120,0
8,1
6,0
263,1
17,0
103,0
2,0
8,0
14,0
4,0
2,0
14,0
2,0
108,0
10,0
185,0
60,0
3,0
2,0
188,0
1180,0
107,0
107,0
3,1
48,0
3,0
138,0
7,1
7,0
236,0
2,0
5,0
2,0
140,0
3,0
34,0
2,0
10,0
2,0
3,0
81,0
7,0
7,0
23,0
140,0
149,0
7,0
5,0
2,1
54,0
3,0
2,0
50,0
26,0
153,0
3,0
293,0
25,0
225,0
76,0
3,0
6,0
4,0
100,0
3,0
2,0
26,1
44,0
131,0
91,0
2,0
91,0
6,0
71,0
5,0
37,0
5,0
2,1
75,0
278,0
185,0
16,0
7,0
10,0
490,0
182,0
2,0
2,0
288,0
53,0
30,0
101,0
16,0
8,0
27,0
71,0
4,0
37,1
27,0
94,0
20,0
18,0
15,0
25,0
2,1
237,0
298,0
3,0
227,0
58,0
78,0
4,0
102,0
53,0
73,0
14,0
76,0
50,0
3,1
8,0
22,0
40,0
2,0
78,0
57,0
10,1
9,0
74,0
61,1
132,0
4,0
157,0
2,0
3,0
5,0
117,0
1,0
121,0
5,0
40,0
27,0
8,0
103,0
146,0
4,0
14,0
1,1
3,0
63,0
74,0
5,0
3,0
28,0
139,0
9,0
99,0
2,0
4,0
85,0
34,0
4,0
61,0
30,0
4,0
11,0
2,0
2,1
2,0
74,0
314,0
6,0
4,0
10,0
5,0
93,0
3,0
105,0
175,0
140,1
226,0
135,0
5,0
39,0
17,0
80,0
13,1
20,0
248,0
3,0
54,0
23,0
21,0
10,0
8,0
111,0
59,0
12,0
38,0
45,0
9,1
182,0
12,0
55,0
121,0
10,1
8,0
8,0
11,0
70,0
5,0
24,0
3,1
121,0
25,0
39,0
32,0
136,0
169,0
7,0
32,0
4,1
4,0
22,0
103,0
62,0
73,0
119,0
29,0
54,1
21,0
1,0
111,0
2,0
8,0
40,0
4,0
68,0
74,0
8,0
8,0
134,0
2,1
4,0
32,0
76,0
9,0
2,0
6,0
9,0
59,0
2,0
4,0
568,1
128,0
3,0
2,0
8,0
4,1
4,0
28,0
74,0
57,0
38,0
29,0
6,0
16,0
3,0
17,0
4,0
39,0
4,0
247,0
8,0
8,0
147,0
2,0
25,0
32,0
169,0
5,0
46,1
8,0
6,0
3,0
350,0
66,0
290,0
3,0
311,0
78,0
85,0
75,0
4,0
103,0
8,1
161,0
135,0
31,0
4,0
3,0
6,0
4,0
11,0
4,1
4,0
14,0
26,0
333,0
107,0
9,0
12,0
92,0
154,0
3,0
568,0
462,0
36,0
320,0
10,0
563,0
6,0
4,0
247,0
64,0
36,0
3,0
90,0
83,0
2,1
8,0
3,0
7,1
4,0
9,0
5,0
4,0
11,0
10,1
81,0
2,0
4,1
2,0
143,0
50,0
246,0
3,0
5,0
14,0
4,0
264,0
3,0
6,1
57,0
103,0
241,0
83,0
1,1
67,1
8,0
140,0
156,1
107,0
60,0
18,0
8,0
1,0
2,1
254,0
2,0
2,0
76,0
152,0
211,0
140,1
112,0
102,0
10,0
6,0
96,0
46,0
39,0
12,0
2,0
412,0
2,0
1,0
137,0
12,0
2,0
10,0
1,0
8,1
5,1
2,0
33,0
11,0
7,0
2,0
102,0
50,1
65,0
37,0
12,0
40,0
2,0
75,0
9,0
8,0
8,0
35,0
1,1
2,0
7,0
6,0
4,0
118,0
9,0
66,0
37,1
48,0
127,0
12,0
56,0
67,0
363,0
4,1
20,0
7,0
92,0
7,1
48,0
1,0
280,0
106,0
106,0
203,0
6,0
74,0
80,0
4,0
18,0
141,0
4,0
4,0
23,0
26,1
132,0
123,0
3,0
88,0
1,0
4,0
33,0
39,0
5,0
20,0
208,0
17,0
73,0
12,0
102,0
4,1
44,0
63,0
61,1
135,0
3,0
5,0
3,0
8,0
201,0
34,0
14,0
203,0
140,0
3,0
12,0
9,1
71,0
13,0
140,0
242,0
4,0
358,0
106,0
2,1
33,0
33,0
4,0
4,0
6,0
12,0
1,0
6,0
6,0
4,0
5,0
195,0
53,0
26,0
19,0
74,0
88,0
3,0
65,1
45,0
5,0
14,0
88,0
150,0
38,0
3,1
28,0
2,0
200,0
93,0
3,0
14,0
2,0
6,0
121,0
28,0
86,0
11,0
55,0
6,0
28,0
259,0
5,0
23,0
87,0
5,0
38,0
92,0
4,0
32,1
47,0
47,0
190,0
3,0
22,1
8,0
13,0
22,0
19,0
331,0
30,0
148,0
172,0
25,0
4,0
4,0
51,0
61,0
218,0
2,0
195,0
69,0
1,0
10,0
64,0
2,0
2,0
175,0
10,0
4,0
29,0
23,0
26,0
108,0
28,0
3,1
2,0
24,0
118,0
23,0
76,0
10,0
3,1
276,0
7,0
231,0
47,0
34,0
36,0
100,0
59,0
49,0
5,0
36,0
27,0
6,1
127,0
3,1
4,0
166,0
2,0
5,0
3,0
12,0
9,0
4,0
1,0
4,1
97,0
4,0
17,0
4,0
29,0
3,0
14,0
81,0
117,0
99,0
372,0
273,0
99,0
3,0
16,0
5,0
16,0
64,0
136,0
27,0
4,1
4,1
98,0
15,0
6,0
8,1
3,1
17,0
87,0
229,0
41,0
10,0
156,0
2,0
5,0
8,0
70,1
3,0
160,0
113,0
5,0
84,0
28,0
4,0
29,0
8,0
34,0
137,0
125,0
3,0
4,0
2,0
80,0
21,0
42,0
279,0
113,0
6,0
3,0
68,0
38,0
15,0
4,1
6,0
69,0
1,1
11,0
2,0
54,0
6,1
148,0
10,1
61,0
70,0
296,0
56,0
2,1
34,0
187,0
17,0
71,0
9,0
22,0
29,0
19,0
28,0
81,0
47,0
13,0
6,0
8,0
9,0
243,0
35,0
2,0
1,0
3,0
15,0
80,0
9,0
82,0
6,1
7,1
3,0
212,0
104,1
142,0
224,0
15,0
58,0
619,0
26,1
15,0
133,0
18,0
25,0
58,0
4,1
150,1
36,0
100,0
307,0
10,0
14,0
304,0
3,1
4,0
138,0
22,0
54,0
14,1
114,0
4,0
43,0
70,0
4,1
114,0
470,0
3,0
8,0
108,0
115,0
3,0
88,0
80,0
2,1
6,0
9,0
4,0
341,0
17,0
47,0
3,0
55,0
4,0
2,0
7,0
15,0
3,0
9,0
59,0
4,0
3,0
5,0
148,0
3,1
5,0
21,0
275,1
18,0
60,0
166,0
26,0
60,0
17,0
57,0
5,0
96,0
3,0
11,0
1,0
75,0
14,0
16,0
8,0
12,0
164,0
3,0
2,0
35,0
4,0
36,1
12,1
40,0
3,0
68,0
29,0
32,0
29,0
77,0
38,0
48,0
74,0
38,0
6,0
2,0
58,0
6,1
25,0
74,0
30,0
12,0
30,0
52,0
5,0
34,0
3,0
167,0
74,0
108,0
12,0
3,1
6,0
2,0
149,1
3,0
10,0
112,0
384,0
19,0
48,0
21,0
82,0
75,0
18,0
55,1
85,0
11,0
62,0
20,0
79,0
22,0
40,0
46,0
3,0
106,0
10,1
38,0
4,0
2,0
149,0
6,0
3,1
7,1
37,0
203,0
245,0
113,0
3,0
285,0
103,0
54,1
37,0
89,0
163,0
2,0
91,0
7,0
4,0
4,0
10,0
249,0
3,0
5,1
14,0
23,0
30,1
63,0
299,0
163,0
253,0
54,0
246,0
179,1
8,1
2,0
121,0
286,0
2,0
45,0
6,0
33,0
6,1
238,0
117,0
8,0
9,1
71,0
211,0
9,0
4,1
165,0
227,0
140,0
148,0
151,0
19,0
9,0
3,0
143,0
201,0
13,0
64,0
12,0
102,0
186,0
71,0
41,0
66,0
17,0
107,0
27,0
328,0
180,0
462,0
34,0
151,0
26,0
311,0
18,0
9,0
8,1
30,0
185,0
2,0
4,0
11,0
43,0
92,0
9,0
18,0
93,0
66,0
15,0
3,1
487,0
14,0
30,0
6,0
3,0
14,1
10,0
75,1
43,0
5,1
3,1
100,0
10,0
24,1
6,0
3,0
74,0
48,0
20,1
259,1
25,0
47,0
26,0
8,0
71,0
9,0
40,0
4,0
20,0
25,1
10,0
604,0
78,0
9,0
36,0
2,0
34,0
19,1
8,0
85,0
2,0
120,0
82,0
114,0
8,0
4,1
4,0
141,0
2,0
122,0
7,0
7,0
7,0
25,0
6,0
6,1
27,0
71,0
33,0
12,0
48,0
36,0
3,0
88,0
302,0
4,0
39,0
25,0
38,0
39,0
43,0
33,0
345,0
3,0
83,0
6,1
9,0
14,0
29,0
78,0
4,0
52,0
179,0
2,0
175,0
105,0
3,0
14,0
17,0
27,0
3,0
146,0
16,0
16,0
83,0
19,0
43,0
11,0
343,0
10,0
3,0
28,0
24,0
30,0
9,0
82,0
16,0
23,0
11,0
62,0
10,1
2,0
163,0
56,0
6,0
4,0
224,0
2,0
6,0
13,0
86,0
204,0
2,0
183,0
95,0
207,0
238,0
4,0
4,0
51,0
42,1
53,0
20,0
10,1
4,0
157,1
11,0
52,0
7,0
29,0
146,0
3,0
9,0
110,0
7,0
10,0
12,0
34,0
4,0
95,0
118,0
240,0
14,1
36,0
27,0
9,0
35,0
7,0
22,0
108,0
4,0
10,1
1,0
38,0
5,1
11,0
6,0
63,0
102,0
163,0
95,0
11,0
64,0
6,0
48,1
11,0
6,0
91,0
120,0
7,0
8,0
18,0
9,0
226,1
2,0
82,0
165,0
3,0
10,0
36,0
142,0
55,0
29,0
2,0
6,0
10,0
85,0
4,0
4,0
8,0
35,0
48,0
2,0
4,1
148,0
71,0
2,0
20,0
154,0
88,0
72,0
23,1
6,0
266,0
4,0
159,0
49,0
480,0
48,0
7,0
6,0
19,0
44,0
97,0
174,0
79,0
127,0
3,0
2,0
2,0
13,0
11,1
20,0
198,0
91,0
99,0
6,0
2,0
2,0
17,0
2,0
11,0
14,0
21,0
9,0
134,0
6,0
177,0
11,0
69,0
88,0
254,0
5,0
45,0
2,0
2,0
7,0
9,0
4,0
17,0
47,0
4,0
22,0
4,0
20,0
19,0
34,0
9,0
1,0
218,0
394,0
18,0
21,0
102,0
6,0
6,0
451,0
87,0
60,0
86,0
6,0
311,0
98,0
247,0
318,0
158,0
122,0
16,0
248,0
185,0
16,0
88,0
1,0
68,0
50,0
89,0
8,0
13,0
13,0
202,0
23,0
235,0
31,0
112,0
10,0
10,0
112,0
3,0
12,0
2,0
31,0
109,0
2,0
4,0
5,0
62,0
3,0
173,1
8,0
10,0
5,0
4,0
34,1
227,0
32,0
4,1
422,1
13,0
84,0
3,0
2,0
4,1
117,0
3,0
4,0
5,0
132,0
2,0
10,0
135,0
2,1
15,0
87,0
4,1
57,1
4,0
184,0
9,1
4,0
4,0
41,0
15,0
275,0
5,1
112,0
106,0
41,0
6,0
39,0
64,0
11,0
17,0
506,0
38,0
8,0
11,0
41,0
4,0
11,0
3,0
17,0
253,0
4,1
44,0
17,0
32,0
10,0
13,0
5,1
3,0
4,0
4,0
2,0
260,0
44,0
32,0
79,0
2,0
10,0
11,0
4,0
11,0
163,0
98,0
73,0
124,0
51,0
26,0
46,0
5,0
63,0
86,0
2,0
16,0
3,0
94,0
2,0
9,0
16,0
40,0
32,0
2,1
4,1
5,0
74,0
190,0
4,0
3,0
3,0
5,0
55,0
20,0
28,0
274,0
7,0
9,0
4,1
4,0
17,0
46,0
28,0
389,0
2,0
2,1
2,0
175,0
15,0
6,0
18,0
97,0
81,0
111,0
46,0
12,0
9,0
2,0
277,0
6,0
62,0
19,0
178,0
2,0
118,1
82,0
4,0
4,0
25,0
8,0
16,0
39,0
27,0
453,0
88,0
5,0
147,0
25,0
158,0
78,0
13,0
363,0
23,0
12,0
6,1
65,0
10,0
45,0
8,1
170,0
10,0
8,0
9,0
11,0
255,0
68,0
35,0
24,0
2,1
16,0
65,0
70,0
5,0
56,0
14,0
17,0
79,0
143,0
2,0
80,0
15,1
119,0
16,0
9,0
32,1
192,0
7,0
2,0
27,0
2,0
33,0
6,1
14,0
22,0
12,0
4,1
72,0
8,0
2,0
2,0
40,0
69,0
2,0
10,0
2,0
